Date,Open,High,Low,Close,Adj Close,Volume
2023-02-03,2476.9344365594984,616.934214243219,2899.4655090354336,1959.0343835538745,2121.7923752851193,34650049
2023-02-06,2423.800581538101,2635.5806141499124,1384.3835235977563,2392.2878545571098,773.1368587697128,19061816
2023-02-07,1509.0412731717067,962.0423062014416,2727.8253304322657,1483.7405895216166,2927.2757206975984,40594945
2023-02-08,2677.799706533366,2257.651751922741,2633.723791812144,1626.058646780971,2698.254742888418,29405802
2023-02-09,2075.923472970736,2327.62205111175,282.0483049254672,852.7801754933079,624.2351791304593,43196289
2023-02-10,929.965654361568,963.3205695698786,2233.8900286223143,1297.464759184213,1945.3306006022283,16763316
2023-02-13,1868.4145818568077,2280.11407394183,501.41659825926945,291.5021900906846,2552.246346528185,35787391
2023-02-14,2239.2311561564156,1875.3023539129322,527.4218220546271,1307.2036279815898,1094.9547928017269,8642198
2023-02-15,343.2171365939959,1166.587898276019,2646.2120691217683,439.78358422605555,999.8731443032391,9459450
2023-02-16,257.87060547813815,226.06118127445956,2053.81483418274,1523.7702814799288,409.6709832405638,30211824
2023-02-17,716.2981879828338,1204.681383569587,106.51398450922116,1519.3633265600695,1614.4027083955232,31255048
2023-02-20,2844.847259451301,178.19847857005496,513.5784435536116,797.1311107106899,1428.2849040585634,19376273
2023-02-21,1669.5776530199007,1486.4450140068634,1914.2360192608148,1831.2347910099782,1110.9579720426925,22679698
2023-02-22,815.1043698524057,1320.0409758335027,1361.7708615255874,350.40956932211566,1581.939136953827,43842356
2023-02-23,1591.2524038152496,738.1127771139761,2626.157417680321,1944.31025878647,1654.8521761120471,41809404
2023-02-24,1538.3440622103242,2451.848497651463,2362.397984849482,1807.1618984763375,1957.066188285007,30292512
2023-02-27,2424.0973018970967,1700.39567349751,1571.1798732805335,1438.4843658895481,2139.0351504429154,36857353
2023-02-28,2506.5062908322584,133.18539251094887,2291.3243398318446,597.1285273671307,1010.366531687476,15614080
2023-03-01,2890.118263875282,421.49556953937315,2888.186258711595,1242.505538292481,1635.0955141570953,32376135
2023-03-02,1178.699188624658,2887.790277748044,2919.2279897147623,202.03972228643818,2633.6276680514497,11132041
2023-03-03,704.9787977312109,512.6485467055065,535.5024114901443,997.1117634087711,211.40339132205952,13999544
2023-03-06,366.7902465750262,2832.5127469994463,2388.1380713679546,159.66746834947526,431.467664554748,30629055
2023-03-07,968.4730035940296,525.2087635503756,2675.6336927171155,717.8939920999168,402.46315173128824,46719479
2023-03-08,915.9642894459053,2393.3198535884703,284.7298280539618,1918.4080396886995,1464.38193180205,40561123
2023-03-09,2789.583731871738,2484.4315743696675,2222.0697963970583,512.2477453558276,2468.0726663033333,12707057
2023-03-10,2388.9591815741114,2842.476136170426,1829.0909174238197,2817.553786582107,1802.8571536633096,7568114
2023-03-13,2532.9187032418913,1618.3283129042395,1712.1269630007753,1221.482323186283,2759.4402993727704,33654175
2023-03-14,2858.618213302513,2688.9020500074025,1430.0981220521112,319.57398952383124,894.0991588017669,49439404
2023-03-15,735.7579087111924,664.4422524542459,1586.3911744258955,1509.2923109041492,1353.5118513394164,4536265
2023-03-16,2834.6645052187014,1297.236634329714,1502.0325120303148,982.969608488502,1966.3606379219111,46655393
2023-03-17,498.14266604032315,1972.7967161448937,2543.2165287884886,1325.9434073988111,718.4812035100992,45634395
2023-03-20,634.1894696595067,584.6234601199535,764.1013324152617,2310.586588706169,656.6576159677674,11420766
2023-03-21,1770.7794567946835,309.76402720456366,1401.5943933689057,1765.9067076170757,1112.1230612238737,49200367
2023-03-22,159.49423792660582,2562.695785550272,2718.2065364845944,751.3105389010351,240.03606581914556,41465145
2023-03-23,699.1161037424055,1148.937899290376,1981.822184819217,1553.5526349154186,1155.666199049811,33898998
2023-03-24,2234.1433594162,2198.7316065452687,233.59437468651473,1419.6491838389197,2073.741499853074,15503214
2023-03-27,380.8907417574162,428.4942975543177,2943.541832160614,1445.907809726403,838.9424029424871,36583937
2023-03-28,2839.617282654271,1069.7779044051094,934.0700785435547,2009.9210541134005,408.5918313435099,33025370
2023-03-29,184.6521751107307,1222.2799699594277,290.11561131186784,511.98572887435085,822.56875774185,29842972
2023-03-30,680.3311305837577,593.4115872151094,759.1593611096253,2657.575070249447,459.18633188186107,22615244
2023-03-31,2782.016505033239,1683.7945329098975,1264.3970239419189,2032.1339452464083,1093.2439512938438,4533309
2023-04-03,2206.2496395351063,461.893672099283,456.53685852618923,1111.7959140763735,719.8511234148177,27445979
2023-04-04,1635.3157626407165,1788.5548186262802,1807.5401044302869,2194.497911549379,1422.5965850900163,21118590
2023-04-05,1505.1538106861774,758.9632714171183,2545.5672676832583,139.9862719281725,1006.174805741474,43454202
2023-04-06,365.9070278429327,1242.465848090283,2944.094810732834,1258.7245881789152,298.93807691732786,35418950
2023-04-07,958.4780117390261,1705.033326481887,2398.260196495295,2057.1604198179116,299.5566105567718,6408689
2023-04-10,351.5183425501666,227.4756170394728,2547.831443596501,1737.7939694963454,1516.4868615138253,43703758
2023-04-11,1905.2929035207076,2449.663142678336,2805.701147876425,519.87166156446,686.9241436395403,19145549
2023-04-12,2569.1960217264914,845.1428170217456,1063.4662876517696,231.06835579928025,247.76807989764254,28910927
2023-04-13,1833.8791956041102,2822.885479220423,1801.5631557976856,773.4462566829972,1695.180864824008,22049404
2023-04-14,2498.9160577580274,669.2236293404462,1979.1760650534593,1755.0372315464629,626.062594714505,10964121
2023-04-17,345.5571306023274,2107.565425711221,2355.169488479035,1308.6131743831195,2656.500952120605,49920662
2023-04-18,1050.0261841416518,1435.1008403894243,543.1864516616232,2557.624974935766,458.84258500105244,38853903
2023-04-19,222.48056702089218,2654.698632215547,2349.0405889769822,2968.4527479410476,2235.4559902944397,23644945
2023-04-20,1747.236434038432,195.76414793146995,2007.2057630672953,1940.976502888023,510.4349201590491,38692314
2023-04-21,998.5625544802372,2015.0226675324545,343.73043656019024,877.3945881320427,1332.6559101566804,47328763
2023-04-24,2988.1035325732573,1840.831642755204,2091.998549140666,922.1380051709136,1986.1119789724978,20398376
2023-04-25,2698.1228340184716,1752.7614242651966,2258.001579451668,1091.7726109469063,180.77269639960832,3117440
2023-04-26,1895.0790896330373,1116.879873289149,2436.67871422821,524.2365981926495,2731.2323671230906,18729852
2023-04-27,2833.377394565933,707.3177061811197,268.8022943262596,2986.01148499804,221.37715331253676,4107017
2023-04-28,640.4980432175465,2137.5860783037615,1978.3871232093516,848.0135528163748,2770.8627837279637,8319339
2023-05-01,224.92676353420728,478.7743252513842,561.6950069275618,459.8785172431799,2109.3567159956206,44397701
2023-05-02,2273.6615466123226,2200.598563111779,1366.3852148241592,2748.4970668109313,868.7396809112836,37638563
2023-05-03,2471.0159888817884,2886.194950096814,1546.435961143058,2094.8832870564647,354.45075812566154,29358016
2023-05-04,1487.0678116219608,2260.863563317899,833.4002418798663,1415.2438840493992,2556.007146911893,1304325
2023-05-05,1499.9109550333794,730.648591331201,1624.69719562205,2115.433670278131,1558.4149691061075,44716507
2023-05-08,1210.9003324749103,2615.8203510623675,2618.4704017812546,2942.0467570707315,1166.1623752241087,7319891
2023-05-09,559.313821594224,661.4539872439269,2755.733301468967,2417.2661123668086,2202.077409260073,7701893
2023-05-10,2355.56145735132,1367.6252561097642,2450.93525182727,248.09744004186715,782.6798007289319,27208200
2023-05-11,1433.3763733393694,2355.364112813763,1298.4626695667919,1853.2947195416923,775.9424441737024,4551512
2023-05-12,1905.4634947851291,1298.4956773250758,1458.4624917710855,1850.3099393414025,1992.7473957966567,3387504
2023-05-15,1982.1296845428594,1801.922448081625,2280.788653926956,246.58766987263976,1846.0127782280313,43478179
2023-05-16,1058.971497625584,501.59682210804147,1937.3048305155507,634.5497210582383,1967.5407474773513,38129859
2023-05-17,153.75597737559912,1258.3947708742082,2760.727724779409,2708.5560815943395,2026.6587766044488,4879748
2023-05-18,699.9035262453864,1391.3922856633098,2658.09152034321,1053.3316155753232,2100.2302864814483,46700819
2023-05-19,1255.4951799507185,1350.3570449319516,913.8666347703845,1924.1595473023974,1333.484255608827,5256786
2023-05-22,1750.6096764626213,2352.280091943687,314.834961155036,2897.0534653164664,2025.876398391542,20670517
2023-05-23,1619.2915405714296,1257.140838442186,550.7815984393387,1989.3860710123608,517.1550887415718,21503051
2023-05-24,1633.9797785448282,1624.9056371383801,1832.1557318017215,608.9620721741121,2586.398617509326,21099042
2023-05-25,2243.1056337468794,2602.513084367038,1789.5887152831397,2868.159714693859,1741.1980386541277,24419026
2023-05-26,2995.298643963316,2913.262502289286,757.220874899332,2163.954306325227,2964.932659390135,5210395
2023-05-29,1024.4374184896317,2128.7897697835015,2894.067992628796,1254.349007119772,1182.2025147868117,15433105
2023-05-30,457.51930390648204,2349.735116539856,2848.838865862892,1866.375168080723,2190.4357918181877,40239861
2023-05-31,421.57391938199913,554.067853991021,2735.8136968205263,1703.7281555417023,1844.262937286405,41970376
2023-06-01,1882.5396867337172,2716.3887020374077,545.9854825429867,407.48432128504,683.8501844209964,7884500
2023-06-02,431.06191661081647,231.991654790441,2208.890657542261,907.3208578058266,2315.4256547513855,38260771
2023-06-05,181.48024761401143,181.9327152645924,531.4185826832855,765.7911201266893,1709.9461343193766,23371499
2023-06-06,842.8590241889792,1498.094979493117,121.51306889827484,2025.6688397374855,2098.1783390672445,11475263
2023-06-07,1260.5017485971161,1430.813840042936,185.52641135524362,1912.2536864570131,2390.8980678640805,47598985
2023-06-08,1289.4208144446404,2421.6042602013977,2388.8193563249647,149.94064378737596,1155.0334882192615,26589621
2023-06-09,1020.9144457144101,869.4430275864025,1551.1316916211103,2649.1980813708906,984.6773660573692,5589551
2023-06-12,2619.77793321784,108.15968341289356,1060.188072591954,2167.144965182925,2379.8043556424223,35652207
2023-06-13,210.7861602423746,1942.673166672445,650.1310590968429,1533.1665557934095,2272.907318660536,7944979
2023-06-14,125.57041755005676,2511.22238897587,1846.0486243759447,2792.27446218098,2714.6288238227016,19837741
2023-06-15,880.999464359553,688.2576177467342,1622.8646532760883,1254.8169296263368,1310.2060881522946,48558127
2023-06-16,772.3154814725259,1867.5289351083484,1408.1845904972552,1908.1667024331357,2175.082388576865,30140621
2023-06-19,1856.808270484647,1915.508432480978,124.13925758521319,408.9253427551296,1798.0317768924551,7858796
2023-06-20,2345.60245957203,941.2594965458316,2052.489941946862,2929.8933817297498,2288.8245594600285,27701390
2023-06-21,2186.656836756786,2352.044938333724,2644.3324057866002,1962.6686883981174,1964.5836453347881,42871651
2023-06-22,2176.921034297304,218.54734237177837,2634.899993738213,2759.21541900244,2026.4235212823255,2119444
2023-06-23,2151.732828120807,767.0510853730387,2219.7377540525827,422.1011733585133,1604.7599795787776,18168084
2023-06-26,1086.0561253822034,1306.4424282724094,628.0947245519665,1019.1616495154213,1683.6485731665725,23620432
2023-06-27,253.35298706884987,1224.7658289650858,2484.965549218244,1425.912432608457,2738.0454527740862,10027452
2023-06-28,1339.2008318309622,2531.874450881494,457.66738063576594,851.6890435401872,702.3898402809021,30587314
2023-06-29,2494.170370367761,2471.276636870149,1388.3411418155729,2207.0144919061595,2031.7943164315795,47905134
2023-06-30,2244.1888865263563,1862.5091756791592,2946.2590215263635,2977.81594397268,557.37723624983,6091695
2023-07-03,1986.0508118164669,204.1006085596025,1473.7569040824571,308.1917580259818,925.843639031747,36318976
2023-07-04,1653.8328073831883,2570.242284602785,2713.4826049371686,1621.4037270668607,1208.19730931327,26876287
2023-07-05,1146.5241956153968,2093.4413935195666,1213.5513649811382,629.1185823389574,1692.9839940025329,6936179
2023-07-06,1333.9421879997562,1165.822375585455,1209.7189282938277,987.3137091361989,438.31660539422336,17851181
2023-07-07,2793.1067938671354,2944.12268719824,1894.6699963874232,1768.2245244247079,2564.0966611119866,29391756
2023-07-10,2523.23871402553,990.028754431416,739.1857686711743,2451.5265460063806,2896.693054290397,8431542
2023-07-11,1403.7294158138363,202.6704387157205,2129.0090682764203,2949.5963234676897,2063.804794710877,12005031
2023-07-12,216.84248631353182,2198.6236856844844,322.8579991107713,1316.8399401340755,1515.0044887735955,5892694
2023-07-13,2454.73111517864,2248.4777808340623,813.8927660261306,1428.2716830750749,220.36035249070193,26757467
2023-07-14,2628.3847690405873,1912.859738000426,2869.507649936431,106.46948619926997,195.90384748939977,33125995
2023-07-17,1571.0715838874714,1299.1239787203212,2201.9484468363466,747.7567767879418,695.4628642802406,37952705
2023-07-18,391.6766230575369,2877.7975046159763,2195.381634200717,1936.558815049627,1423.0170706402776,44123218
2023-07-19,170.87531227169762,1099.8999728272968,2171.737484698493,895.0393581836563,1944.0588358423681,31420661
2023-07-20,2096.1025116466126,1346.3666462827935,386.9484356048052,1238.1271713951787,558.529988979204,2065320
2023-07-21,1827.2446235796274,2278.2784070453295,167.94404151532095,2969.8256945027074,1030.1396088149515,11607641
2023-07-24,2481.726838190504,1163.0855964668224,1439.78966034604,414.0907070784148,892.0779868560295,26736372
2023-07-25,2359.100617550296,434.8319873798369,2589.151373618734,1400.600220261593,1611.2481069429418,4735711
2023-07-26,2181.8792278562837,1800.3235065725148,1210.7879100311804,1368.8030598641049,2104.1731470108807,16208827
2023-07-27,272.19028896314796,556.6432162267595,1217.7750898335776,1404.9898272134774,2523.2279030449827,44200450
2023-07-28,599.4671655263596,2805.921940044587,2472.96264764473,2209.594106041709,635.504974178174,14165426
2023-07-31,2561.0900021797593,1466.8781323787402,1768.223899285824,2273.800950027474,2495.832015896304,32116827
2023-08-01,1095.207150914688,1860.7514824082825,2180.4680959421717,2769.561328871375,417.3878909178786,49323364
2023-08-02,2433.371576107309,524.8800081390903,1294.1716572223286,2379.7399666558476,1406.0763180302822,49494718
2023-08-03,2433.8490962484775,2284.7247680423557,2860.3744364307468,328.09473525094893,1870.5587281081384,30266889
2023-08-04,1078.1271359525556,433.4478188604227,2776.8874500879897,2476.2623624826615,1306.4186441434815,11144978
2023-08-07,2158.296853874602,2620.610544906811,2540.236362304244,2310.20696977923,1771.0465621217852,15572034
2023-08-08,2864.131520751891,2385.153699008462,2160.439875640327,2074.7830065236008,1670.9684792676458,41705743
2023-08-09,1745.2950479395602,1229.9243270828108,317.6813045830662,1853.5423450323824,2313.7001093241665,37174517
2023-08-10,564.0844347031477,2639.3519828352655,1952.4504100053668,1614.073236594886,811.9431259281504,29496296
2023-08-11,2966.107688816931,1483.9795468274028,887.2628079924477,1799.2089249252497,187.18898993006866,5767715
2023-08-14,1279.6265162934283,2726.815587404723,2906.6799374672955,2297.4513046017923,2801.4469501313683,29463760
2023-08-15,339.951552952298,1226.695770227426,1141.6017130257287,789.025605628668,1343.4719552197714,16962421
2023-08-16,470.74519854078704,2327.4504953543997,1343.776714506211,2419.2867396259094,2786.1635716875085,6997060
2023-08-17,1746.704561006833,659.5328943841058,2589.655172604823,2616.6892283558595,2274.8968220546335,44491566
2023-08-18,715.4655578477266,672.6448727819965,584.0157229937454,1873.2307384563774,363.08864921186745,47428282
2023-08-21,2079.1685365156363,2247.60010445846,248.00400069551316,156.23828289288193,1154.9847017659965,15946815
2023-08-22,774.5359170863219,1801.7884274545006,2574.511004783373,332.1330448601143,2550.6299246045955,43940030
2023-08-23,2509.8135243983543,2073.5230741556497,925.4143745634804,2687.4143562708864,1431.6278163953084,21889500
2023-08-24,1371.6620761662227,681.7824228352675,1245.9631401263819,1030.0955528430432,2396.785038118993,13980588
2023-08-25,2538.2590045812244,1658.2008886763697,1311.0560382788312,2247.1199389487597,1710.1214431202288,17677643
2023-08-28,2013.491892054292,522.915621743706,627.5381833088106,1562.2136943969824,251.1226573746531,6101737
2023-08-29,2909.0522396480173,2206.618836394858,555.8960495078034,1760.713659594645,2027.6706540663483,44135850
2023-08-30,747.5736762907433,343.23965736234334,1872.7701263149786,2406.917634238676,1763.198507741624,15687015
2023-08-31,2102.684698988345,2219.507820815185,1518.2146551058254,2552.24038384044,2362.308906402505,33068807
2023-09-01,1427.2601636749214,2149.5598737344226,2295.1329403021514,660.8174194500518,2071.5049023416077,43566893
2023-09-04,542.4120021858514,1956.1445682712788,2821.7159938377768,1006.0414320894224,2037.7972693587258,44131515
2023-09-05,2436.5551242468036,1658.469911482816,1743.6768577885289,1057.6164984218376,1117.281412088879,26802512
2023-09-06,1919.2155958355556,2897.510904585076,776.2034132866257,740.0921216280617,1859.5884787856746,47101336
2023-09-07,2374.2855726113007,2987.49502316244,1717.000581984106,190.00648144370325,271.1654216046065,44822199
2023-09-08,830.5544665455147,1461.4998185176164,105.07786886661796,2430.9581660188355,2928.866348251693,24533635
2023-09-11,1959.6911202757478,812.8855289599874,737.8671790960922,1333.399129417444,198.6533904816861,1174500
2023-09-12,2625.1733378682297,2702.7482224619703,2267.568888404539,1423.181619945918,2242.4031388804506,25233006
2023-09-13,1356.4135422999493,341.6198009746917,592.9110923656473,613.8496749467331,1679.7988944358606,1817703
2023-09-14,1750.5754529805502,1261.7002731614575,506.0706773718869,931.2892008222295,2566.7184644196213,18554386
2023-09-15,233.864412231477,788.6136658678057,1981.4685446649698,1621.4661598222872,938.412136537279,35709420
2023-09-18,408.8015103905152,1344.9967140733852,1256.6120231068642,1941.2937322106266,668.1576095082395,6127784
2023-09-19,298.9171180596448,2708.479392699271,1404.3808604369956,236.35286287365093,2797.1855513653168,16863303
2023-09-20,1041.7796700214335,2425.907888632404,2323.9045864419377,1790.2262539835408,2926.325468641084,29743506
2023-09-21,1706.095825940664,1898.6376757437854,1514.4641557856908,1595.6149986471644,2496.6463297773794,11276544
2023-09-22,458.56496697555934,2700.7538067284104,2494.015093883332,1611.3158172563035,2608.9837654130642,2814799
2023-09-25,2388.067229236999,2076.546931705653,1284.7487946005444,194.54945863350642,197.10884150839343,15983245
2023-09-26,1522.1461094626634,140.87824968160322,1301.2073979070506,103.71826432423687,165.416437704303,46906605
2023-09-27,540.9238139598895,1909.832538112599,1122.8160789810645,1575.5744656592208,1745.474288542162,26444281
2023-09-28,2671.2219203550612,1519.6184192647947,1125.208995176929,1289.8351036042454,2518.5066402309453,8112997
2023-09-29,468.87607015811795,2428.6264717477425,2511.828620244127,926.8277473202052,1267.4081695985346,20999640
2023-10-02,1621.8289643927703,1743.240077156385,2308.939157334904,459.3335919844605,2826.8987198039067,9649538
2023-10-03,466.96874984419475,1675.0924475283684,2819.813683379953,591.8351882276104,1031.4341364369598,44113803
2023-10-04,2019.2727921762971,2915.694637858607,2428.1461275851607,2835.707723798665,2877.030325839506,14843621
2023-10-05,798.4231467443117,862.1551568159981,335.4017957762918,2187.230406974076,387.6925216408767,7207290
2023-10-06,358.8242915995017,1554.0350589288623,2996.570990143741,838.7273502416119,1381.6805209849401,48350001
2023-10-09,1906.9372967467484,2734.2091999173626,434.9933188566562,2713.2771278314826,1645.9810358090356,42984983
2023-10-10,1084.5603761446007,2491.544633392636,2421.52901882532,1472.2896849437818,2601.140999009951,29528031
2023-10-11,1132.407712920629,2807.7875945588326,822.2699428368057,1350.694874863776,633.9864492610051,20199962
2023-10-12,2339.1448358508105,925.7593123413077,1255.792366175735,2556.601370351132,761.5010151915154,47230982
2023-10-13,1089.0219861397923,185.49712111456307,939.4929094549138,1153.270052010598,1144.3789218700824,18436877
2023-10-16,2494.0479572156005,288.4963595367368,1211.4943543593188,1437.6810736830564,2681.853230309753,17404423
2023-10-17,1839.5417831178072,1796.6468818013634,2427.685297209487,571.8779874574468,2774.336351411925,45667367
2023-10-18,239.9689951001037,2616.146685391425,532.0264182536116,1626.5331345547222,1007.9277344583957,33673502
2023-10-19,2044.694266637139,2882.97195706175,2534.3403789754157,1780.294389117001,969.94891318538,16075419
2023-10-20,1126.9164522141004,1874.821016212414,301.90446758781604,2938.267778281458,1634.2808572120377,6362797
2023-10-23,2206.4984469213496,2663.438978651814,2332.2024004051814,2657.056656588455,1291.7557189469542,29648423
2023-10-24,2707.467379319209,1586.9783259946007,1786.6400084479826,329.9365193390777,767.6667374696991,25770590
2023-10-25,593.1895363529861,797.0377229512608,1149.2172517228646,839.0827710848126,1426.9550115490752,23524856
2023-10-26,2790.9573100406396,2578.366491515159,997.4878077575587,1130.70111449382,1829.1474616008682,8209320
2023-10-27,241.81477190062762,787.91380523119,2785.943895502774,1879.0507286817383,1857.256810515014,33666939
2023-10-30,2466.689124694957,1306.567302648099,806.8533663603946,2737.8359919174636,2895.6158645785367,6436669
2023-10-31,2590.695153172858,1639.2461310867475,722.8326901767444,1187.114480256633,1344.5836705761383,12797941
2023-11-01,792.1185694771888,2434.861406295803,239.48433885882707,1543.6286791906425,2499.9737175485584,37786702
2023-11-02,1170.9109413358842,2113.0965366535556,1947.1434810625424,699.3478460065618,2843.0254859137335,23319913
2023-11-03,1971.8369897511798,1474.2347674287016,1120.8955254907514,629.03663760164,2704.706570185586,32251892
2023-11-06,2761.5210640614987,372.86984555989466,1644.5736000563527,2645.5403396062516,807.480665960622,14983018
2023-11-07,1777.717329598504,2545.517449518363,433.14011512112836,572.8912023651924,230.53590828284177,36242833
2023-11-08,2981.153301013416,2266.394662578164,912.7453479512715,1523.4192894623864,2084.1863454272957,34030774
2023-11-09,2344.8714820080704,307.0596764339688,1837.6991919603915,303.52301436750713,2183.5297836475665,38750542
2023-11-10,2865.189174682165,1858.5123399870033,689.1145574555951,1995.1742633986617,2909.2529778036824,33496695
2023-11-13,182.18477187479277,1074.85559404887,2468.9059924053186,487.08492854197436,691.4944739655082,20916073
2023-11-14,1875.3597497387714,956.4540414763823,898.3201285202754,2807.9424072549546,2472.0040450925494,34056455
2023-11-15,490.2731196220178,1102.8936033737673,2520.982554172238,1851.6247956907014,1170.513109945529,29172460
2023-11-16,164.7069409645119,2979.0825881204387,1893.2355195794833,2484.526227641886,1371.4083133193467,14113738
2023-11-17,1737.6689341630238,2123.552830254216,1131.3148935833929,413.73690045384006,1684.330445964769,30583756
2023-11-20,866.583598425636,2027.6969936330927,865.2285507762016,403.69092337395415,2839.314709609686,26062279
2023-11-21,2447.229935698192,1162.0882200785306,1906.851182388939,166.11203020775514,2088.643878959044,33304183
2023-11-22,2763.178611678159,492.2671209650964,2129.8467126776095,1469.6542333174166,1583.6264433841657,21533587
2023-11-23,1438.9190697418524,2173.4507976024884,1695.5455364506133,395.1430565354156,2622.2960908639384,4400964
2023-11-24,1387.6630811091195,1181.2612993532211,1535.1839425641874,1013.672094449331,1275.846574312081,25046272
2023-11-27,1756.2620028098063,1224.9416696405838,1608.5890775909113,2852.1019265753566,1746.3841987674525,40564023
2023-11-28,2350.7161083504366,360.73272558941113,1321.7435240927937,2065.7732770901334,765.239883998288,12195343
2023-11-29,2070.4539866454334,1408.4334945217356,791.1869543347822,792.4436616674545,2472.2219545341545,37717238
2023-11-30,2831.903356589939,103.87605021618742,2082.753245351125,2435.775028007941,1066.011131767565,24675100
2023-12-01,1249.8093440687692,2565.6794848666586,2068.744010034201,2939.083032493501,2489.8197711909925,17263564
2023-12-04,1610.0433898670879,1450.2084997405514,2711.9383001741003,2960.805934944631,1241.0322966691904,14766488
2023-12-05,516.3854436067181,2353.0097682692435,1565.7592988761112,1391.569298681659,1549.9296637805512,43969291
2023-12-06,1217.460690892492,2080.0517940776904,457.3856456257796,327.2651387731148,1482.3320444999201,2780987
2023-12-07,1561.8040136479483,2022.3045282039786,886.202047444447,2308.521100545183,1759.1753274612433,40333355
2023-12-08,821.6645343357262,1626.713043451713,199.51124794521184,1055.2756020066895,816.7590093637093,11608281
2023-12-11,809.6655261215793,997.0887307245065,2830.0708987632083,1634.9590252927444,2326.2167446977496,12579419
2023-12-12,2735.635664622523,2212.179656992899,1844.1651353057975,772.372297011685,740.4357175458088,17376170
2023-12-13,2612.2560129472113,1692.5664525043276,222.53773692550578,1941.3531675160332,1809.0850224303256,7919206
2023-12-14,478.4152718997136,665.5147054067176,316.4828516747307,1931.5113090441043,1200.6046421651513,48041810
2023-12-15,1644.46167830345,753.7213564544079,1134.9798328297911,2561.018613204459,1414.7864578134659,15460378
2023-12-18,2906.176743690392,2981.4182387895,1522.5915225451563,1312.7757595563473,1207.4827115311869,28689528
2023-12-19,768.8300458134028,1140.5047789641897,2210.7948596216597,1351.5513208919897,2263.0938434707837,44306715
2023-12-20,472.25533209127303,2219.3668783745097,2328.673817412828,508.650409964567,1509.128176093025,5523765
2023-12-21,2211.0017930585373,1764.1070687400147,1440.671289291635,1416.1255034836845,894.7171071464724,46895700
2023-12-22,705.7860093545223,871.5804130266881,1586.192672108248,594.6105338808084,2858.931684554903,5463611
2023-12-25,2874.475491852937,482.9499142690657,217.61524751986343,2350.2160877185765,2044.9923744980333,19719513
2023-12-26,937.6168027323541,569.3818708989038,1704.2359091067349,936.3103616211059,1370.1305590774118,25157452
2023-12-27,2151.4349310796515,2718.4971359765123,2011.2499662720177,1281.7526153607344,2723.280764172222,44849779
2023-12-28,2942.1204851267844,1538.243381012479,939.2934198750327,689.480094766613,477.53306726579507,13135364
2023-12-29,862.8266724853263,2591.9199707190164,1706.2290210611864,2312.2369316493787,2579.281020016985,28114963
